subjectId,randCondNum,validationRadio,subjectValidation1,expTime,minRespTime,iwould_large,iwould_small,iexpectOther_large,iexpectOther_small,dem_gender,dem_language,val_recognized,val_familiar,val_feedback,Data_Set,HITID,Excluded,Notes
80b09ed8e2c4e570b2f7c752923c296986882105c646494c0d675cbd,19,[7510 disdain jealousy AF25HAS split],0,,,,,,,female,English,I did not.,I understood them all.,None,7.02,3XBYQ44Z6PMZIDIC4L0PTUU17Q4TWT,0,
ab60769cc682d35f139261389bb08f416eb98a9be2749450d1236945,73,[7510 disdain jealousy AF25HAS split],0,,,,,,,male,English,no,yes,The game looks interesting.,7.02,3XBYQ44Z6PMZIDIC4L0PTUU17Q4TWT,0,
d2878ed7b81308044310457ba361597953eb2577db1201ca74d33109,45,[7510 disdain jealousy AF25HAS uncertain],0,,,,,,,male,English,no,yes,thank you,7.02,3XBYQ44Z6PMZIDIC4L0PTUU17Q4TWT,0,
52214f5ab1f151a0c469afa2f3092a431e4ab1ca8ce4b42472ee38e9,12,[7510 boredom jealousy AF25HAS uncertain],0,,,,,,,male,tamil,its the game,its differet emotions ,its nice hit,7.02,3XBYQ44Z6PMZIDIC4L0PTUU17Q4TWT,0,
2be5031dedeb762ec59ab8658ae3b7a0a55edafacf48bb3b38063688,63,[7510 disdain jealousy AF25HAS split],0,,,,,,,male,english,no,understood them,no,7.02,3XBYQ44Z6PMZIDIC4L0PTUU17Q4TWT,0,
504a3d06585c57d8ac97dc665492742199a668880cab264ba2ea1de2,30,[7510 disdain jealousy AF25HAS steal],1,,,,,,,female,english,no,understood all,no,7.02,3XBYQ44Z6PMZIDIC4L0PTUU17Q4TWT,0,
a1464c6a3e51d43750116c26ad6ad137a313b962261b6283787c2d9a,83,[7510 disdain jealousy AF25HAS split],0,,,,,,,male,english,no,yes,,7.02,3XBYQ44Z6PMZIDIC4L0PTUU17Q4TWT,0,
4fe36446d1f821c36064dfdf21d00160aadd1361e7f72689a12eb078,61,[7510 disdain jealousy AF25HAS split],0,,,,,,,male,English,no,yes,,7.02,3XBYQ44Z6PMZIDIC4L0PTUU17Q4TWT,0,
c4079ca60fbe247798506523b14416d09fa6b3605c4eb7ccd57988b3,25,[7510 disdain  AF25HAS split],0,,,,,,,undefined,english,no,yes,,7.02,3XBYQ44Z6PMZIDIC4L0PTUU17Q4TWT,0,
73c8f3855f3733a4f0a5602c6af7a86034d0a7231749759208c14609,78,[7510 disdain jealousy AF25HAS steal],1,,,,,,,male,English,No,Yes,It was very very mean to have that first clip  all the buildup  and no link for us to watch what happened. Meanie. And thanks. ,7.02,3XBYQ44Z6PMZIDIC4L0PTUU17Q4TWT,0,
3538080a23b33d3f47502a7f06f0e5b59936c8b5a31915429210d994,42,[7510 disdain jealousy AF25HAS steal],1,,,,,,,female,English,No,I understood them all,Interesting and fun  thanks a lot!,7.02,3XBYQ44Z6PMZIDIC4L0PTUU17Q4TWT,0,
50e9cc8aed1bcd97325203c48f60f3597a54a5ffd83c3a12730ecc5f,27,[7510 disdain jealousy AF25HAS steal],1,,,,,,,female,ENGLISH,NO,UNDERSTOOD ALL,IT WAS A LOT OF FUN!,7.02,3XBYQ44Z6PMZIDIC4L0PTUU17Q4TWT,0,
bc5dbd9a32269ae40c6588273d100adcbc7a0b71b782f4c599aba167,11,[7510 disdain jealousy AF25HAS steal],1,,,,,,,female,English,no,yes  I understood,,7.02,3XBYQ44Z6PMZIDIC4L0PTUU17Q4TWT,0,
76eeb1e6763376e9fae9e6d1d928373b8de22c755e9795321aa2ee10,40,[7510 disdain jealousy AF25HAS steal],1,,,,,,,female,english,no,yes  I understood,no  thank you,7.02,3XBYQ44Z6PMZIDIC4L0PTUU17Q4TWT,0,
8ff2e3d50d153bc094b71e5bf1bfe2a920c9b4435ef264ad742d5ca3,91,[7510 disdain jealousy AF25HAS split],0,,,,,,,male,English,No,Yes,Thank you!,7.02,3XBYQ44Z6PMZIDIC4L0PTUU17Q4TWT,0,
595526e621f6e4848c6cf70752681ce8bfa137edbda2d51a015b4211,79,[7510 disdain jealousy AF25HAS steal],1,,,,,,,male,english,no,understood them all,,7.02,3XBYQ44Z6PMZIDIC4L0PTUU17Q4TWT,0,
1176c659089ee5a4a8bc156cfa898f08406821f625d133f0436025a2,33,[7510 disdain jealousy AF25HAS uncertain],0,,,,,,,female,English,no,understood,n/a,7.02,3XBYQ44Z6PMZIDIC4L0PTUU17Q4TWT,0,
3dfb7e8321e4e74e43e8418ce56a8eb1cce662131107d97feb155a45,57,[7510 satisfaction jealousy AF25HAS split],0,,,,,,,male,ENGLISH,NO,YES,NICE STUDY,7.02,3XBYQ44Z6PMZIDIC4L0PTUU17Q4TWT,0,
f6ba56046776e4ccbe811180f489ebc8c1d974a052408070d6df012f,26,[7510 disdain jealousy AF25HAS steal],1,,,,,,,female,english,nbo,yes,I enjoyed it!,7.02,3XBYQ44Z6PMZIDIC4L0PTUU17Q4TWT,0,
918c87fbe3f9455df479ce692424d43f4f016fbb55170d86e48040a1,43,[7510 disdain jealousy AF25HAS steal],1,,,,,,,female,english,no,yes,no,7.02,3XBYQ44Z6PMZIDIC4L0PTUU17Q4TWT,0,
11df7243efe3d466b9ab27909dec4f241146c1e7fffe4d0c9ced6a8f,53,[7510 disdain jealousy AF25HAS steal],1,,,,,,,male,English,I think I might have seen this game show,I understood all,This was a fun interesting hit,7.02,3XBYQ44Z6PMZIDIC4L0PTUU17Q4TWT,1,recognized gameshow
ab69861112894e230b5f580559dbb5719d4a0dd160b450dd9dc17725,29,[7510 satisfaction jealousy AF25HAS split],0,,,,,,,undefined,English,no,yes,none,7.02,3XBYQ44Z6PMZIDIC4L0PTUU17Q4TWT,0,
0ef1c33c528b4d52253e4e8e0ab7094e019aef4ea6d655227b3afcbc,41,[7510 disdain jealousy AF25HAS steal],1,,,,,,,female,English,,,,7.02,3XBYQ44Z6PMZIDIC4L0PTUU17Q4TWT,0,
3f83ed25b549d7a2804c1a772e02b8af0a1a8303d784fcc3057e104f,62,[7510 disdain jealousy AF25HAS steal],1,,,,,,,male,English,No,I understood the labels,Well-designed HIT. Thanks for the opportunity.,7.02,3XBYQ44Z6PMZIDIC4L0PTUU17Q4TWT,0,
85d52e95d805121b64cbc8e76ac310e300cefd840bd35d3dc22b5a89,36,[7510 disdain jealousy AF25HAS steal],1,,,,,,,undefined,English,,I understood,Fun hit,7.02,3XBYQ44Z6PMZIDIC4L0PTUU17Q4TWT,0,
15419b21062f76ebe1b1df914d3140983d24163b3a6130e8ae3a4457,58,[7510 disdain jealousy AF25HAS steal],1,,,,,,,female,ENGLISH,NO,I UNDERSTOOD,,7.02,3XBYQ44Z6PMZIDIC4L0PTUU17Q4TWT,0,
34b0b7c664b6eb48196a535e2761185086c496cc810489681d713466,54,[7510 disdain jealousy AF25HAS steal],1,,,,,,,male,,none,yes,,7.02,3XBYQ44Z6PMZIDIC4L0PTUU17Q4TWT,0,
3054f60035d6c0d3b6552980aea637487c9e964b6d98c5ff44d49827,59,[7510 disdain jealousy AF25HAS split],0,,,,,,,male,English,No,I understood all of the emotions labels.,Thank you! This was fun!,7.02,3XBYQ44Z6PMZIDIC4L0PTUU17Q4TWT,0,
1629d5b635256e3799d3ede67e57e52d85e03ddd0c3cf8583b16d9e7,52,[7510 disdain jealousy AF25HAS split],0,,,,,,,male,English,no,yes,thank you,7.02,3XBYQ44Z6PMZIDIC4L0PTUU17Q4TWT,0,
bbddb04c058f93068f4448e5cb3f8dd1e3dd6677fe877ed9bdd7eb9b,123,[7510 disdain jealousy AF25HAS uncertain],0,,,,,,,male,English,No,I understand them all.,Thanks,7.02,3XBYQ44Z6PMZIDIC4L0PTUU17Q4TWT,0,
086279f0d428729476522e3a2d117bb0693c722c6b4ba6e22980b068,74,[7510 satisfaction apprehension AF25HAS steal],0,,,,,,,undefined,,EMOTIONS,GUILTY,GOOD STUDY FOR EMOTIONS,7.02,3XBYQ44Z6PMZIDIC4L0PTUU17Q4TWT,0,
c9b87b8968aedea8d01c647cc38a4ecea9b5237cfa3a33d6b1b11830,126,[76230 satisfaction apprehension AF11SAS uncertain],0,,,,,,,undefined,English,,,No,7.02,3XBYQ44Z6PMZIDIC4L0PTUU17Q4TWT,0,
f1c97b9b1d82e504a04602adddb626f8360886334d7801dbdbe88d76,87,[7510 satisfaction ire AF25HAS ],0,,,,,,,male,TAMIL,YES,NO,SIMPLY SUPER,7.02,3XBYQ44Z6PMZIDIC4L0PTUU17Q4TWT,0,
21a8e5c3f9da2b40324a16ff42b434b78174218d436f4139578f1983,21,[7510 disdain jealousy AF25HAS steal],1,,,,,,,female,English,No,I understood.,Thanks so much! :D Please enjoy your day!,7.02,3XBYQ44Z6PMZIDIC4L0PTUU17Q4TWT,0,
aa3a969f10e46b255a1cc3f7cf8d4fcdde7dde441a55896182310006,122,[7510 disdain jealousy AF25HAS steal],1,,,,,,,male,English,No,Yes,,7.02,3XBYQ44Z6PMZIDIC4L0PTUU17Q4TWT,0,
08a8671f3a3737cbd69cf695af22af9bdf8977aaed143b5f637777e5,97,[7510 disdain jealousy AF25HAS steal],1,,,,,,,male,English,No.,I was familiar.,Well done.,7.02,3XBYQ44Z6PMZIDIC4L0PTUU17Q4TWT,0,
8972ae5c00096e5129cd0b4ffcd902bcb9b52b65af07dbd73fb0817b,106,[12246 disdain jealousy AF25HAS steal],0,,,,,,,male,English,no,Nothing like that,nice,7.02,3XBYQ44Z6PMZIDIC4L0PTUU17Q4TWT,0,
a69152cc01d4e4f354bc99e69354d29262062127ffa81ef8dc70d802,103,[7510 appreciation jealousy AF25HAS ],0,,,,,,,male,TAMIL,NIL,NO  ALL EMOTIONS WERE VERY FAMILIAR,NIL.  INTERESTING SURVEY,7.02,3XBYQ44Z6PMZIDIC4L0PTUU17Q4TWT,0,
0d0a7fbfba8019c6a4ee65512488b6def966a37f8a148a73ae006360,118,[7510 disdain jealousy AF25HAS split],0,,,,,,,male,english,no,understood,no,7.02,3XBYQ44Z6PMZIDIC4L0PTUU17Q4TWT,0,
b08367622181f36f75a25b462fd87b06830c4a3db275c49d4f20dd50,60,[7510  jealousy AF11SAS split],0,,,,,,,male,TAMIL,NIL,NO UNDERSTAND FAMILY EMOTION,THIS GOOD SURVEY,7.02,3XBYQ44Z6PMZIDIC4L0PTUU17Q4TWT,0,
4475d303b2942d80e17c08c58aa4ac7b06af5ebb08d92f3cc5fc777e,44,[7510 boredom jealousy AF25HAS split],0,,,,,,,female,TAMIL,GAME SHOW ,NO,GOOD,7.02,3XBYQ44Z6PMZIDIC4L0PTUU17Q4TWT,0,
527634499884a8f9fae8857616b07997da01177a5b5e5c134026a2d2,90,[7510 satisfaction respect AF25HAS steal],0,,,,,,,female,,YES,YES,,7.02,3XBYQ44Z6PMZIDIC4L0PTUU17Q4TWT,0,
c93a5614b9e3091747afe3024e0a67569529d04e8a6d3f2aa68f7320,26,[7510 disdain jealousy AF25HAS steal],1,,,,,,,male,English,no,yes,no,7.02,3XBYQ44Z6PMZIDIC4L0PTUU17Q4TWT,0,
1af9c7667158c3d2a7046309c68a866263103c4e01a108bb0db72261,107,[7510 satisfaction ire AF25HAS split],0,,,,,,,male,ENGLISH,NO,MOST FAMILIAR FOR ME,GREAT,7.02,3XBYQ44Z6PMZIDIC4L0PTUU17Q4TWT,0,
ed458bdbdb4ace910f840b33aa6622887bdd613b8333a929fb845e3d,29,[7510 disdain jealousy AF25HAS split],0,,,,,,,female,english,no,yes,what happened with the two from the starting video??,7.02,3XBYQ44Z6PMZIDIC4L0PTUU17Q4TWT,0,
0920d2e6dc16c993d64b86b2e8f57a3d73143e9c8b71433f074bad3d,120,[7510 disdain jealousy AF25HAS steal],1,,,,,,,male,English,No,Yes understood all,None,7.02,3XBYQ44Z6PMZIDIC4L0PTUU17Q4TWT,0,
c1828370105ec6c1c63e5fadf698eade5bbe0e87dc037af6209eb9d6,76,[7510 disdain jealousy AF25HAS split],0,,,,,,,male,Hindi,No,I understand all emotions.,No,7.02,3XBYQ44Z6PMZIDIC4L0PTUU17Q4TWT,0,
9e6b813d9b87f6660a54ece076d18d7381438959f9524912d43a7fd7,125,[7510 disdain jealousy AF25HAS steal],1,,,,,,,female,English,no,I understood them all,,7.02,3XBYQ44Z6PMZIDIC4L0PTUU17Q4TWT,0,
4f77adee7768cbf931535af000c7f88a4be64a0c35c8a42a0302a61c,3,[7510 disdain jealousy AF25HAS split],0,,,,,,,male,English,no,I understood all of them.,I wanted to know the outcome of the women in the video!!  I think the older woman stole and the younger woman split.,7.02,3XBYQ44Z6PMZIDIC4L0PTUU17Q4TWT,0,
eb757bffc3b45242ee6c9565901ecf4a17be11ea1ef1e76b2bce84d4,112,[7510 disdain jealousy AF25HAS split],0,,,,,,,male,English,NO,YES,Thank you,7.02,3XBYQ44Z6PMZIDIC4L0PTUU17Q4TWT,0,
61558210df302f4e00a3585eb38a87a86c5a1ec3bd73c2070b5a67c1,35,[7510 disdain jealousy AF25HAS steal],1,,,,,,,female,English,no i didn-t,I understood them all,it was interesting and kind of fun honestly,7.02,3XBYQ44Z6PMZIDIC4L0PTUU17Q4TWT,0,
da0a8d8e7eb6b42fbdf539713074b9a2dccca33a1ab8f63080aa0457,56,[7510 disdain jealousy AF25HAS steal],1,,,,,,,male,English,no,yes,,7.02,3XBYQ44Z6PMZIDIC4L0PTUU17Q4TWT,0,
adc531b6c3f391bab0c205506fd4103598227125b6627a7e47e68b8e,92,[7510 disdain jealousy AF25HAS split],0,,,,,,,male,English,No,I understood them all,I hope my answers are helpful. Thank you!,7.02,3XBYQ44Z6PMZIDIC4L0PTUU17Q4TWT,0,
fa9b5eec7f35f5218141bf8d20edd9342030347b61fefd1f167e9c98,66,[7510 disdain jealousy AF25HAS split],0,,,,,,,female,English,No,Yes,No,7.02,3XBYQ44Z6PMZIDIC4L0PTUU17Q4TWT,0,
e7aa1e3b9128d09337964cabb328a48129d07fba2092685727edc40d,127,[7510 satisfaction jealousy AF25HAS split],0,,,,,,,male,ENGLISH,NO,NO,NICE GAME,7.02,3XBYQ44Z6PMZIDIC4L0PTUU17Q4TWT,0,
79b48f957167acd51cb85f57f0bfe22a846647ee42f6212f4f82fe93,86,[7510 disdain jealousy AF25HAS uncertain],0,,,,,,,male,English,No,Yes  I understood all of the emotions.,The HIT had good use of graphics in it.,7.02,3XBYQ44Z6PMZIDIC4L0PTUU17Q4TWT,0,
57fbeca5c9ba57c21348fb1646f9d93503c2e4efdac9d351086a9d5a,23,[7510 disdain jealousy AF25HAS split],0,,,,,,,undefined,english,,yes,no comments,7.02,3XBYQ44Z6PMZIDIC4L0PTUU17Q4TWT,0,
fe344cc3b1d7a42e878b61133875d9c45165c603537cf0b9da6dab80,104,[7510 disdain jealousy AF25HAS steal],1,,,,,,,male,,no,yes i understand,,7.02,3XBYQ44Z6PMZIDIC4L0PTUU17Q4TWT,0,
288115920bf44db24548910f39b71155c9b9c025baeecc6fc1ac0676,39,[7510 appreciation jealousy AF14AFS split],0,,,,,,,undefined,ENGLISH,NO,NO,NICE,7.02,3XBYQ44Z6PMZIDIC4L0PTUU17Q4TWT,0,
62b0c6352d4269ac63ebcfc020bef6961441501c28641278933099bf,112,[7510 disdain jealousy AF25HAS split],0,,,,,,,female,english,no,yes  understood all,,7.02,3XBYQ44Z6PMZIDIC4L0PTUU17Q4TWT,0,
960ea0950e75d592079443b53be08d45d11decfa2e0dfc14bcb34427,46,[7510 disdain jealousy AF25HAS steal],1,,,,,,,male,English,No,I understood them.,No.,7.02,3XBYQ44Z6PMZIDIC4L0PTUU17Q4TWT,0,
6b645cce91e7213e494f606d547bb86701c60f19bbaa62057f3fdde6,18,[7510  apprehension AF25HAS split],0,,,,,,,undefined,ENGLISH,NO,NO,I LIKE IT,7.02,3XBYQ44Z6PMZIDIC4L0PTUU17Q4TWT,0,
0ab7a9726aabb26e743eece22557d16cdbf75ee56a4e3f76b0634088,114,[7510 disdain jealousy AF25HAS split],0,,,,,,,female,English,no,yes,no,7.02,3XBYQ44Z6PMZIDIC4L0PTUU17Q4TWT,0,
1a870cb3df06ad52eef1b98521ffa5fd304ced72fa77d4b147b035e4,121,[7510 disdain jealousy AF25HAS split],0,,,,,,,female,English,No,I understood the emotions labels.,,7.02,3XBYQ44Z6PMZIDIC4L0PTUU17Q4TWT,0,
838243d240d5a37c6e98b95b955c739d687fea34cdad0983cd74e294,102,[7510 disdain jealousy AF25HAS steal],1,,,,,,,male,English,No,Yes,No,7.02,3XBYQ44Z6PMZIDIC4L0PTUU17Q4TWT,0,
7dce5f6630303cae45ff35a67f36a927f17bcd5f9c909e14a13c5f92,6,[7510 disdain jealousy AF25HAS steal],1,,,,,,,female,English,No  I don-t!,I understood them.,Thanks for your research!,7.02,3XBYQ44Z6PMZIDIC4L0PTUU17Q4TWT,0,
7ce53aadeeb6e204ad8c7c5870372df366795a595e13cacfd7a90468,88,[7510 disdain jealousy AF25HAS split],0,,,,,,,female,English,no,yes,no,7.02,3XBYQ44Z6PMZIDIC4L0PTUU17Q4TWT,0,
e5ec72108cdf27c31dcd480f8f175176c80d863750c4daa0ee8f4c8f,60,[12246 satisfaction respect AF25HAS split],0,,,,,,,male,ENGLISH,YES,,,7.02,3XBYQ44Z6PMZIDIC4L0PTUU17Q4TWT,0,
244b0df2029e034cc617a6b7ccc94ad423704f83dedce27458d4babc,96,[7510 boredom  AF25HAS split],0,,,,,,,male,english,no,yes,no,7.02,3XBYQ44Z6PMZIDIC4L0PTUU17Q4TWT,0,
039c1864db5abf2fb135e61eda112df419b321778674daabb809bc83,75,[7510 disdain jealousy AF25HAS split],0,,,,,,,male,English,none,understood all,none,7.02,3XBYQ44Z6PMZIDIC4L0PTUU17Q4TWT,0,
d6c5b76afb8797559451536123ce497be5078d0a2392ee49b72c8626,77,[7510 disdain jealousy AF25HAS split],0,,,,,,,female,English,The show goldeneggs,yes,,7.02,3XBYQ44Z6PMZIDIC4L0PTUU17Q4TWT,0,
e740cbd8a34f0a4f8c2e21bcaced471702c8c0093b69524670ef1ea6,6,[7510 satisfaction respect AF25HAS uncertain],0,,,,,,,male,ENGLISH,YES,YES,NO,7.02,3XBYQ44Z6PMZIDIC4L0PTUU17Q4TWT,0,
0479fb68df99705c77cd2a15e976a6529fc863287e2bdb101a4341a2,50,[7510 satisfaction apprehension AF25HAS steal],0,,,,,,,undefined,english,nil,nil,nice,7.02,3XBYQ44Z6PMZIDIC4L0PTUU17Q4TWT,0,
69092a4dfd7dd219b34c6fd1150be8eabc309aa4fb9567eda07f4d5a,72,[7510 disdain ire AF25HAS split],0,,,,,,,male,TAMIL,LAPTOP,UNSWESTAND,INTERESTED SURVEY,7.02,3XBYQ44Z6PMZIDIC4L0PTUU17Q4TWT,0,
1de4179d28cb17d2a2823510c35c1be9542f3a25dae84b1b21854487,80,[7510 disdain jealousy AF25HAS steal],1,,,,,,,undefined,english,no,understood,,7.02,3XBYQ44Z6PMZIDIC4L0PTUU17Q4TWT,0,
ed7f449cd8b4bc59d1c56feb6a187c8e8fe34cd196d75b9bb748ae14,110,[7510 satisfaction apprehension AF25HAS split],0,,,,,,,male,english,no,no,nice study,7.02,3XBYQ44Z6PMZIDIC4L0PTUU17Q4TWT,0,
561754dc387a67c253c1bd1995cd8f66df11638baa4a1501cfb9375a,109,[7510 satisfaction respect AF25HAS split],0,,,,,,,male,English,TV Programme,Nothing,nice hit   like game show.,7.02,3XBYQ44Z6PMZIDIC4L0PTUU17Q4TWT,0,
98b86df5fcce8de214b3830ef22b8861b1454135d6d4915d85c3e467,129,[7510 disdain jealousy AF25HAS split],0,,,,,,,male,English,no,understood,Kind of fun.,7.02,3XBYQ44Z6PMZIDIC4L0PTUU17Q4TWT,0,
404d8778f8fd64701506b5e09e7c7f23c1fbd81bd6f2260d22c726da,108,[7510 disdain jealousy AF25HAS steal],1,,,,,,,male,English,No,Yes,It was a fun & interesting study on human behavior.,7.02,3XBYQ44Z6PMZIDIC4L0PTUU17Q4TWT,0,
688b558cf9fa582285f157dd11ea3539486fd1cf1db4b63bef499e61,99,[7510 disdain jealousy AF25HAS steal],1,,,,,,,male,ENGLISH,NO,NO,NIL,7.02,3XBYQ44Z6PMZIDIC4L0PTUU17Q4TWT,0,
873b1dd9a84b123ab689b22d946c8ba01a2aa0e295b3eee057d2d1fc,64,[7510 appreciation jealousy AF25HAS steal],0,,,,,,,male,english,no,no,this survey is very interesting,7.02,3XBYQ44Z6PMZIDIC4L0PTUU17Q4TWT,0,
efa0df20364cb0d498009f76650ec914e70411aa9311cfafd142decb,84,[7510 disdain jealousy AF25HAS uncertain],0,,,,,,,male,English,No  I did not.,Yes  I did.,,7.02,3XBYQ44Z6PMZIDIC4L0PTUU17Q4TWT,0,
f47b6b1481fa45a5527a728661d710501388a82be7a8b9c8c905a5be,18,[7510 satisfaction respect AF25HAS split],0,,,,,,,female,english,Tv game show,yes,Nice,7.02,3XBYQ44Z6PMZIDIC4L0PTUU17Q4TWT,0,
2f7c553c2489c81a63c68f49c9e78c68d2f9601a978b57d504d0b633,128,[7510 disdain jealousy AF25HAS split],0,,,,,,,male,engish,none,yes,no,7.02,3XBYQ44Z6PMZIDIC4L0PTUU17Q4TWT,0,
1c2bdbd251fee3fafa2cd9af98f733276eb945563f886adf64473b19,70,[7510 disdain jealousy AF25HAS split],0,,,,,,,male,English,no,yes,thanks,7.02,3XBYQ44Z6PMZIDIC4L0PTUU17Q4TWT,0,
1a6708359fbd46346aa613675dbed9fbd74def8875122f060018da33,117,[7510 disdain jealousy AF25HAS steal],1,,,,,,,male,ENGLISH,NO,NO,NICE ONE,7.02,3XBYQ44Z6PMZIDIC4L0PTUU17Q4TWT,0,
